src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,byte_count,packets_per_second,bytes_per_second,mean_packet_size,std_packet_size,mean_interarrival,dst_port_count,dst_host_count,src_dst_byte_ratio,dns_query_length,dns_entropy
172.142.191.16,10.0.0.5,11405,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
133.86.137.163,10.0.0.5,36350,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
16.234.54.12,10.0.0.5,61343,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
157.24.181.64,10.0.0.5,46854,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
125.218.74.135,10.0.0.5,61724,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
236.140.67.223,10.0.0.5,6876,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
76.244.99.32,10.0.0.5,58664,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
54.241.39.221,10.0.0.5,32828,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
209.10.73.9,10.0.0.5,53789,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
43.139.210.91,10.0.0.5,38811,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
74.74.92.133,10.0.0.5,62017,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
34.4.117.125,10.0.0.5,5229,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
189.231.221.127,10.0.0.5,21601,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
116.187.142.122,10.0.0.5,24395,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
34.242.233.69,10.0.0.5,61423,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
94.230.161.74,10.0.0.5,35405,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
204.36.175.94,10.0.0.5,33576,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
103.147.142.184,10.0.0.5,54020,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
80.226.59.58,10.0.0.5,14250,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
170.83.152.17,10.0.0.5,54421,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
32.28.109.84,10.0.0.5,4718,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
65.237.50.45,10.0.0.5,8982,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
86.244.7.37,10.0.0.5,7325,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
78.227.3.207,10.0.0.5,48782,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
57.231.199.137,10.0.0.5,10169,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
9.87.88.8,10.0.0.5,9806,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
250.149.200.133,10.0.0.5,24543,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
75.72.102.195,10.0.0.5,20932,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
104.183.114.140,10.0.0.5,34283,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
244.69.40.200,10.0.0.5,47547,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
141.208.183.164,10.0.0.5,38734,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
203.216.170.111,10.0.0.5,38972,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
184.68.202.42,10.0.0.5,61494,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
155.208.58.173,10.0.0.5,43158,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
114.153.204.80,10.0.0.5,49367,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
37.27.216.119,10.0.0.5,50446,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
158.147.246.91,10.0.0.5,32237,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
33.195.46.242,10.0.0.5,21518,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
147.9.166.197,10.0.0.5,6087,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
193.190.219.22,10.0.0.5,41376,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
76.189.138.139,10.0.0.5,37561,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
143.226.106.2,10.0.0.5,2484,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
224.238.197.162,10.0.0.5,46722,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
29.242.111.173,10.0.0.5,6184,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
124.59.102.243,10.0.0.5,44246,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
121.124.133.168,10.0.0.5,15020,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
16.127.81.25,10.0.0.5,13103,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
44.5.139.222,10.0.0.5,63287,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
8.16.129.165,10.0.0.5,18522,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
115.123.232.73,10.0.0.5,44094,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
25.169.63.151,10.0.0.5,39604,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
93.28.76.193,10.0.0.5,62899,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
84.252.208.63,10.0.0.5,32585,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
117.168.13.14,10.0.0.5,57903,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
74.170.189.127,10.0.0.5,49755,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
2.88.42.229,10.0.0.5,63889,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
144.204.131.182,10.0.0.5,49112,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
19.92.71.119,10.0.0.5,15497,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
77.26.29.135,10.0.0.5,47897,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
213.123.129.18,10.0.0.5,30035,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
83.117.47.186,10.0.0.5,23955,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
94.205.136.206,10.0.0.5,54700,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
96.53.231.43,10.0.0.5,3232,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
191.89.172.100,10.0.0.5,27427,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
144.219.6.186,10.0.0.5,6385,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
255.116.16.89,10.0.0.5,58838,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
36.198.217.2,10.0.0.5,19843,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
229.115.210.238,10.0.0.5,24801,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
156.103.100.48,10.0.0.5,52222,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
204.224.73.202,10.0.0.5,28291,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
70.65.173.168,10.0.0.5,25927,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
87.243.41.166,10.0.0.5,24546,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
41.34.249.177,10.0.0.5,31712,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
242.213.189.64,10.0.0.5,5767,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
87.251.31.189,10.0.0.5,62726,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
108.21.125.72,10.0.0.5,52973,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
224.130.85.65,10.0.0.5,53108,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
63.170.214.148,10.0.0.5,16398,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
96.183.189.56,10.0.0.5,62183,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
242.251.177.166,10.0.0.5,17568,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
152.6.240.219,10.0.0.5,23237,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
61.253.222.254,10.0.0.5,40273,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
131.192.211.51,10.0.0.5,28015,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
98.69.206.154,10.0.0.5,36975,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
159.78.28.158,10.0.0.5,29373,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
224.86.3.109,10.0.0.5,25281,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
136.101.212.44,10.0.0.5,64750,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
224.183.79.19,10.0.0.5,30762,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
178.215.154.184,10.0.0.5,62168,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
125.88.9.32,10.0.0.5,10771,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
142.61.54.147,10.0.0.5,33234,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
210.242.235.147,10.0.0.5,16227,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
186.221.215.138,10.0.0.5,16357,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
102.10.156.58,10.0.0.5,63960,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
186.161.51.238,10.0.0.5,1997,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
10.178.183.180,10.0.0.5,44425,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
249.23.198.208,10.0.0.5,42121,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
249.221.245.125,10.0.0.5,35100,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
69.78.88.151,10.0.0.5,37983,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
55.249.59.147,10.0.0.5,45596,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
66.187.84.142,10.0.0.5,65057,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
145.50.25.130,10.0.0.5,32522,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
205.126.186.243,10.0.0.5,23077,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
217.157.6.152,10.0.0.5,35513,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
154.49.246.16,10.0.0.5,16013,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
222.63.187.21,10.0.0.5,59205,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
5.101.55.60,10.0.0.5,32027,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
8.248.243.83,10.0.0.5,54831,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
139.90.70.129,10.0.0.5,40042,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
104.226.19.143,10.0.0.5,7564,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
208.152.50.159,10.0.0.5,24980,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
25.45.216.53,10.0.0.5,53806,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
16.196.97.62,10.0.0.5,16832,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
59.217.46.123,10.0.0.5,33288,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
9.54.234.30,10.0.0.5,38395,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
41.236.233.193,10.0.0.5,15652,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
21.216.120.254,10.0.0.5,53732,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
10.167.142.118,10.0.0.5,7843,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
42.19.3.224,10.0.0.5,13294,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
249.111.157.39,10.0.0.5,63152,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
241.73.144.125,10.0.0.5,20933,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
186.170.184.140,10.0.0.5,45471,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
131.4.166.226,10.0.0.5,38367,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
212.5.3.238,10.0.0.5,9352,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
34.9.99.97,10.0.0.5,50350,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
82.45.50.69,10.0.0.5,17149,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
3.85.151.217,10.0.0.5,1900,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
12.238.229.149,10.0.0.5,62219,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
3.135.240.13,10.0.0.5,14797,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
204.121.58.152,10.0.0.5,7948,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
234.162.18.61,10.0.0.5,13418,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
139.34.32.249,10.0.0.5,46773,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
254.143.37.195,10.0.0.5,12959,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
115.170.145.76,10.0.0.5,46661,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
49.97.181.167,10.0.0.5,51532,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
236.188.228.75,10.0.0.5,28856,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
72.219.245.41,10.0.0.5,24974,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
166.249.56.238,10.0.0.5,11773,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
90.19.126.6,10.0.0.5,34367,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
192.157.252.171,10.0.0.5,50885,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
109.110.56.207,10.0.0.5,31477,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
229.89.204.42,10.0.0.5,45983,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
101.28.82.194,10.0.0.5,24310,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
213.34.211.152,10.0.0.5,29596,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
26.138.37.191,10.0.0.5,18123,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
188.27.71.162,10.0.0.5,21704,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
108.250.42.149,10.0.0.5,28276,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
40.115.156.14,10.0.0.5,60835,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
231.25.185.52,10.0.0.5,30729,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
221.8.109.152,10.0.0.5,10790,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
221.125.234.6,10.0.0.5,35173,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
158.139.247.232,10.0.0.5,19376,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
79.135.138.237,10.0.0.5,19335,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
119.252.84.179,10.0.0.5,3454,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
165.242.203.0,10.0.0.5,38844,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
200.172.3.81,10.0.0.5,53912,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
121.222.102.89,10.0.0.5,13284,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
187.77.70.122,10.0.0.5,11946,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
125.5.211.59,10.0.0.5,3557,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
196.28.182.247,10.0.0.5,2541,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
97.197.180.39,10.0.0.5,53828,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
113.56.139.27,10.0.0.5,51124,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
175.60.88.116,10.0.0.5,7567,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
66.92.133.61,10.0.0.5,64570,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
88.169.49.107,10.0.0.5,6113,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
54.25.247.17,10.0.0.5,3473,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
69.178.197.22,10.0.0.5,11276,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
198.164.146.28,10.0.0.5,12855,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
219.124.64.170,10.0.0.5,23177,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
190.205.104.154,10.0.0.5,11061,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
97.99.233.163,10.0.0.5,36410,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
247.161.243.88,10.0.0.5,47088,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
156.111.226.84,10.0.0.5,55348,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
115.240.252.45,10.0.0.5,1463,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
17.115.213.227,10.0.0.5,38701,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
72.8.133.62,10.0.0.5,2306,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
182.188.218.181,10.0.0.5,18415,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
245.142.178.198,10.0.0.5,56933,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
116.16.184.1,10.0.0.5,33440,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
54.207.128.245,10.0.0.5,59036,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
112.230.242.76,10.0.0.5,11750,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
203.22.126.1,10.0.0.5,49273,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
125.251.155.43,10.0.0.5,48984,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
32.165.6.15,10.0.0.5,48916,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
228.82.157.58,10.0.0.5,47529,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
98.135.233.149,10.0.0.5,64866,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
77.220.74.228,10.0.0.5,8152,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
150.222.204.81,10.0.0.5,61270,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
225.250.36.26,10.0.0.5,2639,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
250.60.126.209,10.0.0.5,7533,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
62.193.13.239,10.0.0.5,1899,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
169.182.192.27,10.0.0.5,28136,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
96.37.9.207,10.0.0.5,6400,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
238.192.70.216,10.0.0.5,18558,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
58.72.177.99,10.0.0.5,45465,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
115.205.45.247,10.0.0.5,6713,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
32.195.179.124,10.0.0.5,46670,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
252.128.127.242,10.0.0.5,54717,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
218.185.136.145,10.0.0.5,17554,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
175.117.25.248,10.0.0.5,38414,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
50.58.216.234,10.0.0.5,28709,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
214.78.4.155,10.0.0.5,17789,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
255.241.20.204,10.0.0.5,25161,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
239.241.199.223,10.0.0.5,2685,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0,0.0,1,1,40,0.0,0.0
